Landmark,X,Y,Z,Visibility
0,0.45673978328704834,0.7958611249923706,6.314043616839626e-07,0.0
1,0.5078797340393066,0.762597382068634,-0.03661433234810829,0.0
2,0.5445823073387146,0.6846250891685486,-0.0529998242855072,0.0
3,0.5396466255187988,0.6203986406326294,-0.06769564747810364,0.0
4,0.512534499168396,0.5693742632865906,-0.07896172255277634,0.0
5,0.5245019793510437,0.5433419346809387,-0.03367563709616661,0.0
6,0.5330812931060791,0.43749213218688965,-0.06307810544967651,0.0
7,0.5334692001342773,0.37466180324554443,-0.07785443216562271,0.0
8,0.5276945233345032,0.3185439109802246,-0.0844346284866333,0.0
9,0.4781509041786194,0.5383020639419556,-0.03761153668165207,0.0
10,0.4885013997554779,0.4179039001464844,-0.07278358191251755,0.0
11,0.5004436373710632,0.34610074758529663,-0.08856390416622162,0.0
12,0.5039092898368835,0.28524935245513916,-0.09107112884521484,0.0
13,0.4343246519565582,0.5623090267181396,-0.046131432056427,0.0
14,0.4782785177230835,0.550438404083252,-0.096453458070755,0.0
15,0.497798889875412,0.6164251565933228,-0.105547234416008,0.0
16,0.4976397454738617,0.6528475284576416,-0.09486458450555801,0.0
17,0.3988277018070221,0.6044933199882507,-0.05725043639540672,0.0
18,0.45233872532844543,0.6175670623779297,-0.09306519478559494,0.0
19,0.4707009196281433,0.6659072637557983,-0.09496737271547318,0.0
20,0.467178076505661,0.6889116764068604,-0.08609190583229065,0.0
