Landmark,X,Y,Z,Visibility
0,0.23490631580352783,0.6598178148269653,2.7170261773790116e-07,0.0
1,0.27608388662338257,0.6280446648597717,0.008606034331023693,0.0
2,0.3035796880722046,0.5848768949508667,0.007465175352990627,0.0
3,0.3311379551887512,0.5595855116844177,0.0025342528242617846,0.0
4,0.340740829706192,0.5402912497520447,-0.001953801605850458,0.0
5,0.2542726993560791,0.49243342876434326,-0.0033057760447263718,0.0
6,0.2717739939689636,0.4132063686847687,-0.020322652533650398,0.0
7,0.2807636260986328,0.36050549149513245,-0.036294739693403244,0.0
8,0.29031288623809814,0.32194945216178894,-0.04801623523235321,0.0
9,0.24815835058689117,0.5023804903030396,-0.01845085248351097,0.0
10,0.30718034505844116,0.44107475876808167,-0.045581310987472534,0.0
11,0.33880946040153503,0.4692588150501251,-0.06328335404396057,0.0
12,0.3537670373916626,0.5108200907707214,-0.07044284045696259,0.0
13,0.24768993258476257,0.520501971244812,-0.03250574693083763,0.0
14,0.2931770086288452,0.4652569591999054,-0.05520283803343773,0.0
15,0.32784274220466614,0.4901443123817444,-0.06554394215345383,0.0
16,0.34618040919303894,0.5254455208778381,-0.06755401194095612,0.0
17,0.2558923661708832,0.5485332608222961,-0.045346833765506744,0.0
18,0.28921839594841003,0.5072941780090332,-0.056551191955804825,0.0
19,0.31913092732429504,0.5104718804359436,-0.05836782604455948,0.0
20,0.33828219771385193,0.525216281414032,-0.0580512098968029,0.0
