Landmark,X,Y,Z,Visibility
0,0.42647695541381836,0.6070761680603027,-2.671885965810361e-07,0.0
1,0.4587244987487793,0.5745791792869568,-0.014826316386461258,0.0
2,0.479322612285614,0.507206916809082,-0.02219732291996479,0.0
3,0.4695754051208496,0.4494342803955078,-0.02893259935081005,0.0
4,0.44052407145500183,0.4304048717021942,-0.03170071914792061,0.0
5,0.4643559455871582,0.44870486855506897,-0.013780105859041214,0.0
6,0.47483134269714355,0.3851858973503113,-0.026512738317251205,0.0
7,0.47031161189079285,0.4377625584602356,-0.029984906315803528,0.0
8,0.46520817279815674,0.46777695417404175,-0.03021642193198204,0.0
9,0.44171586632728577,0.43934518098831177,-0.013721526600420475,0.0
10,0.4497753977775574,0.3841845989227295,-0.026444237679243088,0.0
11,0.44948482513427734,0.4424189627170563,-0.02735910937190056,0.0
12,0.4496089220046997,0.4574398994445801,-0.025636058300733566,0.0
13,0.41963136196136475,0.4396297335624695,-0.016174504533410072,0.0
14,0.4259299039840698,0.39228585362434387,-0.028856877237558365,0.0
15,0.43207699060440063,0.4531097710132599,-0.024672502651810646,0.0
16,0.43211066722869873,0.49240121245384216,-0.01905742473900318,0.0
17,0.3973085284233093,0.4435541033744812,-0.020142417401075363,0.0
18,0.3850388526916504,0.3829720914363861,-0.026642564684152603,0.0
19,0.3802434206008911,0.3425602316856384,-0.027085009962320328,0.0
20,0.37542811036109924,0.2995755672454834,-0.02716994285583496,0.0
