Landmark,X,Y,Z,Visibility
0,0.44055816531181335,0.6095086932182312,-2.1817145068325772e-07,0.0
1,0.47400569915771484,0.5898796916007996,-0.011340220458805561,0.0
2,0.49914732575416565,0.5302402973175049,-0.016099782660603523,0.0
3,0.49354812502861023,0.4744592010974884,-0.02029997669160366,0.0
4,0.4673411250114441,0.45711785554885864,-0.021141119301319122,0.0
5,0.4868585169315338,0.46778404712677,-0.008582832291722298,0.0
6,0.5002743005752563,0.41615375876426697,-0.019748633727431297,0.0
7,0.49301865696907043,0.46263712644577026,-0.02423863671720028,0.0
8,0.48554176092147827,0.490882009267807,-0.02565421164035797,0.0
9,0.467602401971817,0.4550820291042328,-0.009467416442930698,0.0
10,0.47808870673179626,0.404710978269577,-0.02254576049745083,0.0
11,0.47426778078079224,0.4664357602596283,-0.024934154003858566,0.0
12,0.47202131152153015,0.4910183846950531,-0.023192837834358215,0.0
13,0.44620558619499207,0.4498726725578308,-0.012652063742280006,0.0
14,0.45476728677749634,0.40507233142852783,-0.023635007441043854,0.0
15,0.45846256613731384,0.4632245600223541,-0.02169562503695488,0.0
16,0.45616570115089417,0.5023581981658936,-0.017365729436278343,0.0
17,0.42368873953819275,0.44947826862335205,-0.01697264239192009,0.0
18,0.4173455834388733,0.38564959168434143,-0.02355194464325905,0.0
19,0.4182049036026001,0.34452930092811584,-0.026195421814918518,0.0
20,0.4182528555393219,0.30191880464553833,-0.027656875550746918,0.0
