Landmark,X,Y,Z,Visibility
0,0.38727253675460815,0.4529477655887604,4.0262881384478533e-07,0.0
1,0.4212653636932373,0.38108858466148376,6.659112113993615e-05,0.0
2,0.46923351287841797,0.367887943983078,-0.0057220179587602615,0.0
3,0.507960855960846,0.39831119775772095,-0.011638905853033066,0.0
4,0.5327299237251282,0.4287126064300537,-0.016770239919424057,0.0
5,0.4863981604576111,0.3470556139945984,-0.02269080840051174,0.0
6,0.5508031845092773,0.3397943079471588,-0.03299034386873245,0.0
7,0.5872039794921875,0.3399614095687866,-0.03640475869178772,0.0
8,0.6159348487854004,0.340451717376709,-0.03699994087219238,0.0
9,0.49019771814346313,0.4029559791088104,-0.028051795437932014,0.0
10,0.5551048517227173,0.3932505249977112,-0.03564506024122238,0.0
11,0.5930361151695251,0.3885544240474701,-0.038320012390613556,0.0
12,0.6220269203186035,0.3859081268310547,-0.039897676557302475,0.0
13,0.48872190713882446,0.4585531949996948,-0.031201716512441635,0.0
14,0.5199817419052124,0.4476836323738098,-0.03657586872577667,0.0
15,0.5038796067237854,0.4373595118522644,-0.03112412802875042,0.0
16,0.48548662662506104,0.43173718452453613,-0.025160497054457664,0.0
17,0.48355451226234436,0.5034447908401489,-0.034418269991874695,0.0
18,0.49817848205566406,0.47793200612068176,-0.032596103847026825,0.0
19,0.4853951036930084,0.4653393626213074,-0.02272259071469307,0.0
20,0.47258415818214417,0.46393242478370667,-0.014213087037205696,0.0
