Landmark,X,Y,Z,Visibility
0,0.6503121256828308,0.33382049202919006,-3.474157495020336e-07,0.0
1,0.6192373633384705,0.29030928015708923,-0.008374983444809914,0.0
2,0.606212317943573,0.224528506398201,-0.013976914808154106,0.0
3,0.6116235256195068,0.16715924441814423,-0.020848248153924942,0.0
4,0.6271170377731323,0.12268006801605225,-0.026355043053627014,0.0
5,0.6244687438011169,0.173437237739563,-0.0017108701867982745,0.0
6,0.6120243072509766,0.1351149082183838,-0.020850853994488716,0.0
7,0.6094135642051697,0.1524399369955063,-0.0329853780567646,0.0
8,0.6091576218605042,0.18478398025035858,-0.03749698027968407,0.0
9,0.6476661562919617,0.17072907090187073,-0.0037476359866559505,0.0
10,0.6370677947998047,0.17616786062717438,-0.024857215583324432,0.0
11,0.6337613463401794,0.2269616574048996,-0.03141564130783081,0.0
12,0.6311737895011902,0.27045416831970215,-0.03037509322166443,0.0
13,0.6696716547012329,0.18101230263710022,-0.008682875894010067,0.0
14,0.6567683815956116,0.20104321837425232,-0.027642060071229935,0.0
15,0.6504589915275574,0.25102370977401733,-0.025796914473176003,0.0
16,0.6455579996109009,0.2905130684375763,-0.01887092925608158,0.0
17,0.6896180510520935,0.20002159476280212,-0.014720897190272808,0.0
18,0.6770122051239014,0.21367371082305908,-0.026494022458791733,0.0
19,0.6678305864334106,0.25175943970680237,-0.024077115580439568,0.0
20,0.6622532606124878,0.2804986834526062,-0.01803882233798504,0.0
