Landmark,X,Y,Z,Visibility
0,0.5198062658309937,0.564470648765564,-1.2898561863039504e-07,0.0
1,0.4920656681060791,0.5353442430496216,-0.010434901341795921,0.0
2,0.47170689702033997,0.47269347310066223,-0.014404955320060253,0.0
3,0.456587553024292,0.4317772090435028,-0.018564345315098763,0.0
4,0.437503457069397,0.4155222475528717,-0.022426096722483635,0.0
5,0.498612642288208,0.42017731070518494,-0.011301049031317234,0.0
6,0.4919081926345825,0.3558012843132019,-0.022130925208330154,0.0
7,0.4883447587490082,0.3148876428604126,-0.028070924803614616,0.0
8,0.48506417870521545,0.2780609130859375,-0.03246063366532326,0.0
9,0.5173029899597168,0.4228867292404175,-0.012931573204696178,0.0
10,0.5163532495498657,0.39644482731819153,-0.03832163289189339,0.0
11,0.5121307969093323,0.44678178429603577,-0.045650042593479156,0.0
12,0.5088133811950684,0.48656758666038513,-0.0440877228975296,0.0
13,0.5359398126602173,0.4341622292995453,-0.0157018955796957,0.0
14,0.5364490747451782,0.4123016595840454,-0.03844968602061272,0.0
15,0.526613712310791,0.45757073163986206,-0.03757152333855629,0.0
16,0.5183905959129333,0.49186286330223083,-0.0297994501888752,0.0
17,0.5543890595436096,0.44766199588775635,-0.019305024296045303,0.0
18,0.5630146265029907,0.397632896900177,-0.034075044095516205,0.0
19,0.5687661170959473,0.362288236618042,-0.03675362095236778,0.0
20,0.5733548402786255,0.32924485206604004,-0.035221390426158905,0.0
