Landmark,X,Y,Z,Visibility
0,0.6728308796882629,0.3932218849658966,-3.495039493373042e-07,0.0
1,0.6429929733276367,0.32547974586486816,0.021378152072429657,0.0
2,0.6454781293869019,0.27375730872154236,0.03157429024577141,0.0
3,0.6456108093261719,0.23309427499771118,0.03251755237579346,0.0
4,0.643650472164154,0.19473211467266083,0.03246551379561424,0.0
5,0.6717729568481445,0.23767197132110596,0.04971214756369591,0.0
6,0.6641360521316528,0.18055866658687592,0.04596712812781334,0.0
7,0.6395947337150574,0.16982915997505188,0.03688172996044159,0.0
8,0.617277204990387,0.17363357543945312,0.031591467559337616,0.0
9,0.6816791892051697,0.2328101098537445,0.03275030851364136,0.0
10,0.66710364818573,0.16174328327178955,0.027375200763344765,0.0
11,0.634787917137146,0.15327076613903046,0.014233246445655823,0.0
12,0.6088319420814514,0.16491536796092987,0.006764399819076061,0.0
13,0.6906214952468872,0.23316387832164764,0.013937662355601788,0.0
14,0.6727114915847778,0.15677854418754578,0.006976489443331957,0.0
15,0.6382182240486145,0.15380550920963287,-0.00318271410651505,0.0
16,0.6135307550430298,0.1707264930009842,-0.008095215074717999,0.0
17,0.6955874562263489,0.23575322329998016,-0.003718406893312931,0.0
18,0.6735771894454956,0.17424564063549042,-0.007173329591751099,0.0
19,0.6461803317070007,0.16963988542556763,-0.009242248721420765,0.0
20,0.6248548626899719,0.18377293646335602,-0.010022752918303013,0.0
