Landmark,X,Y,Z,Visibility
0,0.6712466478347778,0.3949042856693268,-3.335447047447815e-07,0.0
1,0.6418929100036621,0.3280390202999115,0.017606109380722046,0.0
2,0.6447717547416687,0.27514997124671936,0.02601086162030697,0.0
3,0.6467348337173462,0.2329418957233429,0.025848330929875374,0.0
4,0.6462687849998474,0.19430749118328094,0.02476721629500389,0.0
5,0.6702471375465393,0.23873786628246307,0.044282909482717514,0.0
6,0.663531482219696,0.1811286062002182,0.03831152990460396,0.0
7,0.6386557817459106,0.16947589814662933,0.028137369081377983,0.0
8,0.6157618761062622,0.17302535474300385,0.02236309088766575,0.0
9,0.6799448132514954,0.2344188392162323,0.028794486075639725,0.0
10,0.66676265001297,0.16343864798545837,0.020936353132128716,0.0
11,0.6339905261993408,0.15586410462856293,0.006947551388293505,0.0
12,0.608016848564148,0.16758447885513306,-0.0006356092053465545,0.0
13,0.6891844272613525,0.23577049374580383,0.011303763836622238,0.0
14,0.6730160117149353,0.16002152860164642,0.001709691365249455,0.0
15,0.638268232345581,0.15857908129692078,-0.009066731669008732,0.0
16,0.6138539910316467,0.17634747922420502,-0.013614692725241184,0.0
17,0.695206880569458,0.24010442197322845,-0.00522538460791111,0.0
18,0.6759653091430664,0.1772606521844864,-0.01040280144661665,0.0
19,0.6492774486541748,0.1732620894908905,-0.012814580462872982,0.0
20,0.628555953502655,0.18882429599761963,-0.01337625551968813,0.0
