Landmark,X,Y,Z,Visibility
0,0.4253597855567932,0.5965434908866882,1.6415006598435866e-07,0.0
1,0.45958876609802246,0.5918600559234619,-0.02561522275209427,0.0
2,0.4960367679595947,0.5527684092521667,-0.04086178168654442,0.0
3,0.5271710157394409,0.5318924784660339,-0.054072290658950806,0.0
4,0.5535805225372314,0.5204758048057556,-0.06725794076919556,0.0
5,0.46149879693984985,0.4442821145057678,-0.02735479362308979,0.0
6,0.46070966124534607,0.35884708166122437,-0.04812822863459587,0.0
7,0.46250274777412415,0.3000834584236145,-0.06136077642440796,0.0
8,0.46188294887542725,0.25096595287323,-0.07080928981304169,0.0
9,0.43576791882514954,0.44736334681510925,-0.02567998692393303,0.0
10,0.4417981505393982,0.40171825885772705,-0.05696135386824608,0.0
11,0.4464804530143738,0.4671105444431305,-0.06370662897825241,0.0
12,0.44577035307884216,0.5117238759994507,-0.0612286701798439,0.0
13,0.4116149842739105,0.4647235572338104,-0.026729535311460495,0.0
14,0.4174300730228424,0.4467073082923889,-0.057231344282627106,0.0
15,0.4252750277519226,0.506622314453125,-0.05147293955087662,0.0
16,0.4265938997268677,0.5386784672737122,-0.03952920436859131,0.0
17,0.38887181878089905,0.49041473865509033,-0.02980712428689003,0.0
18,0.3946789503097534,0.47104236483573914,-0.05050935596227646,0.0
19,0.40410834550857544,0.5169406533241272,-0.04458516463637352,0.0
20,0.40635916590690613,0.5412517189979553,-0.035122230648994446,0.0
