Landmark,X,Y,Z,Visibility
0,0.34840935468673706,0.5708546042442322,1.0538398953485739e-07,0.0
1,0.3753334581851959,0.5274644494056702,-0.018367357552051544,0.0
2,0.3986286222934723,0.43889299035072327,-0.030470900237560272,0.0
3,0.42050158977508545,0.3785797953605652,-0.04232519119977951,0.0
4,0.44888392090797424,0.35132166743278503,-0.05363534390926361,0.0
5,0.3599742352962494,0.35297712683677673,-0.030911853536963463,0.0
6,0.35890060663223267,0.26232969760894775,-0.05369175225496292,0.0
7,0.35287755727767944,0.2028629630804062,-0.0661935955286026,0.0
8,0.3492925465106964,0.15306808054447174,-0.07507119327783585,0.0
9,0.32571566104888916,0.36358076333999634,-0.03369932621717453,0.0
10,0.3480828106403351,0.34955450892448425,-0.07133588194847107,0.0
11,0.36373841762542725,0.42179107666015625,-0.07719816267490387,0.0
12,0.372875839471817,0.47329413890838623,-0.07322502881288528,0.0
13,0.29807665944099426,0.39103958010673523,-0.038316354155540466,0.0
14,0.3265463411808014,0.40428024530410767,-0.07334418594837189,0.0
15,0.3461633324623108,0.4691849946975708,-0.06788377463817596,0.0
16,0.3567872643470764,0.5099661350250244,-0.055643290281295776,0.0
17,0.27476394176483154,0.428801029920578,-0.044610992074012756,0.0
18,0.3033113181591034,0.43427708745002747,-0.06882300972938538,0.0
19,0.3244740962982178,0.479566752910614,-0.06656928360462189,0.0
20,0.337064266204834,0.5070578455924988,-0.058976806700229645,0.0
