Landmark,X,Y,Z,Visibility
0,0.4342215359210968,0.5290544033050537,1.901345996202508e-07,0.0
1,0.4026640057563782,0.4961707592010498,-0.012287063524127007,0.0
2,0.38258543610572815,0.4413049817085266,-0.018503744155168533,0.0
3,0.3689264953136444,0.39550143480300903,-0.024107197299599648,0.0
4,0.35349589586257935,0.3635975420475006,-0.02973526529967785,0.0
5,0.41792041063308716,0.36960214376449585,-0.009856531396508217,0.0
6,0.4074068069458008,0.30722537636756897,-0.01960030198097229,0.0
7,0.401715487241745,0.26621922850608826,-0.028092050924897194,0.0
8,0.3983290195465088,0.2315424233675003,-0.03470688685774803,0.0
9,0.4390101432800293,0.36740681529045105,-0.012639624066650867,0.0
10,0.44026660919189453,0.29814383387565613,-0.021349580958485603,0.0
11,0.44141626358032227,0.25131240487098694,-0.0299483984708786,0.0
12,0.442645788192749,0.2134651243686676,-0.03627992048859596,0.0
13,0.4575316607952118,0.3818078935146332,-0.01742067188024521,0.0
14,0.46655628085136414,0.3209106922149658,-0.02882232889533043,0.0
15,0.47066500782966614,0.2782241106033325,-0.03832080215215683,0.0
16,0.4739196300506592,0.24078167974948883,-0.044804323464632034,0.0
17,0.4739249050617218,0.4097708463668823,-0.023140422999858856,0.0
18,0.4950811564922333,0.3721736669540405,-0.03442284092307091,0.0
19,0.5080299973487854,0.344037801027298,-0.040841348469257355,0.0
20,0.5188942551612854,0.3165583610534668,-0.04510525241494179,0.0
