Landmark,X,Y,Z,Visibility
0,0.4545101821422577,0.5919966697692871,3.0554056706932897e-07,0.0
1,0.492623507976532,0.5336599349975586,-0.024952474981546402,0.0
2,0.5079662799835205,0.4415552020072937,-0.032727453857660294,0.0
3,0.5064998269081116,0.3651106357574463,-0.038291171193122864,0.0
4,0.5121471285820007,0.30237945914268494,-0.04385646432638168,0.0
5,0.4747231602668762,0.3491576313972473,-0.01799040101468563,0.0
6,0.4718323349952698,0.2615032494068146,-0.033943817019462585,0.0
7,0.46635347604751587,0.2042345404624939,-0.047215405851602554,0.0
8,0.4607420265674591,0.15277478098869324,-0.057410337030887604,0.0
9,0.4456697404384613,0.3519064486026764,-0.017077434808015823,0.0
10,0.4413539469242096,0.2540079951286316,-0.031953055411577225,0.0
11,0.43788427114486694,0.1887378692626953,-0.04553451016545296,0.0
12,0.43596428632736206,0.1307208389043808,-0.05587969720363617,0.0
13,0.42049917578697205,0.37551701068878174,-0.01973080262541771,0.0
14,0.41430336236953735,0.2854548692703247,-0.0365057997405529,0.0
15,0.4142455458641052,0.22524097561836243,-0.04935146123170853,0.0
16,0.4164319932460785,0.17036670446395874,-0.0582243949174881,0.0
17,0.3961741030216217,0.41438886523246765,-0.02474970743060112,0.0
18,0.38826698064804077,0.3459872305393219,-0.041703809052705765,0.0
19,0.38839879631996155,0.298535019159317,-0.05171368271112442,0.0
20,0.39137905836105347,0.2499283105134964,-0.058601245284080505,0.0
