Landmark,X,Y,Z,Visibility
0,0.6091868877410889,0.3980090320110321,-1.6101158450965158e-07,0.0
1,0.5837833881378174,0.3644673228263855,-0.015703264623880386,0.0
2,0.5702793598175049,0.28938594460487366,-0.024379270151257515,0.0
3,0.5880037546157837,0.23374994099140167,-0.033586010336875916,0.0
4,0.6176813244819641,0.21686813235282898,-0.04040709137916565,0.0
5,0.5856176614761353,0.19450290501117706,-0.006895740516483784,0.0
6,0.5864563584327698,0.13128027319908142,-0.030016861855983734,0.0
7,0.588265597820282,0.10446742177009583,-0.04338763281702995,0.0
8,0.5933738350868225,0.09380090981721878,-0.05068914219737053,0.0
9,0.6141916513442993,0.1992863118648529,-0.010379796847701073,0.0
10,0.6163548231124878,0.17625762522220612,-0.041386205703020096,0.0
11,0.602109968662262,0.22975918650627136,-0.047160882502794266,0.0
12,0.5967026352882385,0.2521691918373108,-0.04210047796368599,0.0
13,0.6385291218757629,0.22322185337543488,-0.017929106950759888,0.0
14,0.6307486891746521,0.24464815855026245,-0.0430961437523365,0.0
15,0.6132802963256836,0.29263216257095337,-0.03805067017674446,0.0
16,0.6100972294807434,0.2924034893512726,-0.02774209715425968,0.0
17,0.6589310169219971,0.2566797435283661,-0.027973417192697525,0.0
18,0.6451786160469055,0.2920927107334137,-0.04149608686566353,0.0
19,0.6295167207717896,0.3262089490890503,-0.03845857456326485,0.0
20,0.6274083852767944,0.3206203579902649,-0.03237920254468918,0.0
