Landmark,X,Y,Z,Visibility
0,0.3693266808986664,0.4532707929611206,3.6621608501263836e-07,0.0
1,0.4269309639930725,0.4925726652145386,-0.016914064064621925,0.0
2,0.4658900797367096,0.5908013582229614,-0.04214298352599144,0.0
3,0.47345930337905884,0.6802675724029541,-0.06216137856245041,0.0
4,0.4850030839443207,0.7354902029037476,-0.08184356242418289,0.0
5,0.47673457860946655,0.5529671311378479,-0.0993533656001091,0.0
6,0.49402815103530884,0.6832404136657715,-0.14539755880832672,0.0
7,0.4999748766422272,0.7618334889411926,-0.17150022089481354,0.0
8,0.5059148669242859,0.8276239037513733,-0.18646615743637085,0.0
9,0.42557641863822937,0.5361031889915466,-0.10936882346868515,0.0
10,0.4241257905960083,0.7055549025535583,-0.156529501080513,0.0
11,0.4128257632255554,0.6752919554710388,-0.15508660674095154,0.0
12,0.40913575887680054,0.6247508525848389,-0.14869162440299988,0.0
13,0.37254461646080017,0.5313079953193665,-0.11704955250024796,0.0
14,0.376161128282547,0.6817997097969055,-0.1475786566734314,0.0
15,0.37185025215148926,0.6467244029045105,-0.12318272143602371,0.0
16,0.3724360764026642,0.6011357307434082,-0.10228247195482254,0.0
17,0.32371166348457336,0.5324432849884033,-0.12607909739017487,0.0
18,0.33753514289855957,0.6475416421890259,-0.1348530650138855,0.0
19,0.33989185094833374,0.622764527797699,-0.11046450585126877,0.0
20,0.34046435356140137,0.579850435256958,-0.09186150133609772,0.0
