Landmark,X,Y,Z,Visibility
0,0.6495131254196167,0.32684117555618286,-1.8193753703599214e-07,0.0
1,0.6205823421478271,0.3307206630706787,-0.02526778168976307,0.0
2,0.5924532413482666,0.3456653952598572,-0.04432564228773117,0.0
3,0.572367787361145,0.38438573479652405,-0.059670399874448776,0.0
4,0.5670053958892822,0.4154626429080963,-0.0725533589720726,0.0
5,0.6004588603973389,0.2362271547317505,-0.0457463264465332,0.0
6,0.5842329263687134,0.3195556104183197,-0.06756895780563354,0.0
7,0.5774089097976685,0.3714054822921753,-0.07782618701457977,0.0
8,0.5735142827033997,0.40236982703208923,-0.08207476884126663,0.0
9,0.6310462951660156,0.23756366968154907,-0.04255539923906326,0.0
10,0.614834189414978,0.3530554473400116,-0.0577160082757473,0.0
11,0.6142480969429016,0.35005152225494385,-0.05680885910987854,0.0
12,0.615498960018158,0.32901179790496826,-0.05498882010579109,0.0
13,0.6584523916244507,0.2598247230052948,-0.04115629941225052,0.0
14,0.6395582556724548,0.3688611090183258,-0.05170232430100441,0.0
15,0.6375166177749634,0.35685741901397705,-0.038884714245796204,0.0
16,0.6385418772697449,0.328804075717926,-0.027914218604564667,0.0
17,0.6789084672927856,0.2880100607872009,-0.04327128827571869,0.0
18,0.6634315848350525,0.36945927143096924,-0.0535619854927063,0.0
19,0.661734402179718,0.35742083191871643,-0.04742709919810295,0.0
20,0.6635048985481262,0.3264705538749695,-0.03899756446480751,0.0
