Landmark,X,Y,Z,Visibility
0,0.6376733779907227,0.4505918622016907,2.5629222477618896e-07,0.0
1,0.6153732538223267,0.4127746820449829,-0.009506289847195148,0.0
2,0.6028590798377991,0.34981417655944824,-0.013502533547580242,0.0
3,0.6214812994003296,0.2970273196697235,-0.019359322264790535,0.0
4,0.6474618911743164,0.268045037984848,-0.023723769932985306,0.0
5,0.6101602911949158,0.27747491002082825,0.0041578044183552265,0.0
6,0.6145039200782776,0.22302943468093872,-0.008747026324272156,0.0
7,0.6236008405685425,0.1830124855041504,-0.018052300438284874,0.0
8,0.6320226192474365,0.1451595276594162,-0.024772461503744125,0.0
9,0.6327343583106995,0.2744806408882141,-0.0007364266202785075,0.0
10,0.6261104345321655,0.20442917943000793,-0.01700262352824211,0.0
11,0.6207554936408997,0.17429715394973755,-0.023811930790543556,0.0
12,0.6198778748512268,0.1367313265800476,-0.025631071999669075,0.0
13,0.655475914478302,0.29030540585517883,-0.008485180325806141,0.0
14,0.6475847959518433,0.26699623465538025,-0.029036717489361763,0.0
15,0.6376093626022339,0.32383453845977783,-0.023946719244122505,0.0
16,0.6381416320800781,0.3471372425556183,-0.013534420169889927,0.0
17,0.6737357974052429,0.3221396207809448,-0.017712706699967384,0.0
18,0.6662324070930481,0.29989850521087646,-0.029087727889418602,0.0
19,0.6539631485939026,0.3365321755409241,-0.022218123078346252,0.0
20,0.6524667739868164,0.3555243909358978,-0.013859907165169716,0.0
