Landmark,X,Y,Z,Visibility
0,0.6429520845413208,0.5516545176506042,3.286540106728353e-07,0.0
1,0.6148585677146912,0.4945782721042633,-0.009582940489053726,0.0
2,0.6014615893363953,0.41469624638557434,-0.016199441626667976,0.0
3,0.6225152015686035,0.3527163863182068,-0.025873413309454918,0.0
4,0.6532196998596191,0.31554028391838074,-0.03444986417889595,0.0
5,0.6208666563034058,0.33823585510253906,0.0015732964966446161,0.0
6,0.6267463564872742,0.2644049823284149,-0.015263425186276436,0.0
7,0.6344800591468811,0.21266810595989227,-0.026448052376508713,0.0
8,0.6439419984817505,0.16370117664337158,-0.03363797441124916,0.0
9,0.6462830901145935,0.339578241109848,-0.0066006844863295555,0.0
10,0.643377423286438,0.2422940880060196,-0.024828772991895676,0.0
11,0.6352629065513611,0.1918540745973587,-0.03330607712268829,0.0
12,0.6350361108779907,0.13348554074764252,-0.035893313586711884,0.0
13,0.672645092010498,0.361982136964798,-0.017708610743284225,0.0
14,0.6603385210037231,0.32511213421821594,-0.04226081445813179,0.0
15,0.6444151401519775,0.38836148381233215,-0.03737413510680199,0.0
16,0.6458660364151001,0.41655316948890686,-0.025730563327670097,0.0
17,0.6955227851867676,0.39915722608566284,-0.03034048154950142,0.0
18,0.680085301399231,0.36213192343711853,-0.04337787628173828,0.0
19,0.664732038974762,0.40447530150413513,-0.03400703892111778,0.0
20,0.6657447814941406,0.42726072669029236,-0.023285234346985817,0.0
