Landmark,X,Y,Z,Visibility
0,0.3370363116264343,0.7087871432304382,3.612217653881089e-07,0.0
1,0.3874076008796692,0.6514272689819336,-0.02680465206503868,0.0
2,0.4194023907184601,0.550703763961792,-0.037204496562480927,0.0
3,0.3870684802532196,0.4724041223526001,-0.0456467941403389,0.0
4,0.3458503782749176,0.45156967639923096,-0.054305873811244965,0.0
5,0.40497881174087524,0.39746251702308655,-0.01673421636223793,0.0
6,0.4096316993236542,0.28769251704216003,-0.03143912926316261,0.0
7,0.40848734974861145,0.22034983336925507,-0.0458964928984642,0.0
8,0.40592989325523376,0.15817005932331085,-0.05774590000510216,0.0
9,0.3661838471889496,0.3881300389766693,-0.018484080210328102,0.0
10,0.37278398871421814,0.26881593465805054,-0.030373793095350266,0.0
11,0.3741835951805115,0.18926355242729187,-0.04437526315450668,0.0
12,0.3741113543510437,0.1172797828912735,-0.05585618317127228,0.0
13,0.332089364528656,0.40901055932044983,-0.023992616683244705,0.0
14,0.335359662771225,0.29924333095550537,-0.03659214824438095,0.0
15,0.34067225456237793,0.228217214345932,-0.04938333109021187,0.0
16,0.3448643386363983,0.16319723427295685,-0.05918751284480095,0.0
17,0.2963464558124542,0.45087623596191406,-0.03251989930868149,0.0
18,0.2960302531719208,0.3621980845928192,-0.04386083409190178,0.0
19,0.30134978890419006,0.3043755888938904,-0.04990774765610695,0.0
20,0.3077000081539154,0.24701781570911407,-0.05514795333147049,0.0
