Landmark,X,Y,Z,Visibility
0,0.30803805589675903,0.6849145293235779,1.722807354553879e-07,0.0
1,0.35042038559913635,0.6589600443840027,0.004434061702340841,0.0
2,0.38193294405937195,0.6121516823768616,0.0013533283490687609,0.0
3,0.4063456654548645,0.5856164693832397,-0.00649728300049901,0.0
4,0.43006807565689087,0.5599482655525208,-0.014962893910706043,0.0
5,0.3627891540527344,0.5145041942596436,0.009066813625395298,0.0
6,0.3693544864654541,0.4481144845485687,-0.002255682135000825,0.0
7,0.38948366045951843,0.43268731236457825,-0.01328269112855196,0.0
8,0.40865761041641235,0.4346567690372467,-0.020606495440006256,0.0
9,0.3501370847225189,0.5138240456581116,-0.004008982330560684,0.0
10,0.35712432861328125,0.4302653670310974,-0.016394415870308876,0.0
11,0.38424238562583923,0.419667512178421,-0.028113774955272675,0.0
12,0.40626370906829834,0.4366599917411804,-0.03537653386592865,0.0
13,0.3384086489677429,0.5238534808158875,-0.018562549725174904,0.0
14,0.3479871153831482,0.44149428606033325,-0.030418675392866135,0.0
15,0.3763642907142639,0.42899811267852783,-0.03901219367980957,0.0
16,0.39976105093955994,0.44053366780281067,-0.043908558785915375,0.0
17,0.3297092914581299,0.5454112887382507,-0.03322988376021385,0.0
18,0.34324976801872253,0.4861256182193756,-0.04370808228850365,0.0
19,0.3663369417190552,0.4677750766277313,-0.04915761575102806,0.0
20,0.38717904686927795,0.46724560856819153,-0.052256133407354355,0.0
