Landmark,X,Y,Z,Visibility
0,0.30891263484954834,0.6958954930305481,3.68173800779914e-07,0.0
1,0.35766908526420593,0.6398735046386719,-0.028688250109553337,0.0
2,0.3867393732070923,0.5338019728660583,-0.03858935832977295,0.0
3,0.3545832931995392,0.46070924401283264,-0.04594220593571663,0.0
4,0.31102609634399414,0.44933128356933594,-0.05366862565279007,0.0
5,0.3683786392211914,0.381045401096344,-0.01839522086083889,0.0
6,0.37134552001953125,0.27241459488868713,-0.03296099975705147,0.0
7,0.3670140504837036,0.2028866857290268,-0.04757572337985039,0.0
8,0.3610468804836273,0.13935749232769012,-0.05998828262090683,0.0
9,0.32871150970458984,0.37188759446144104,-0.019838841632008553,0.0
10,0.3329179883003235,0.25076937675476074,-0.03138080611824989,0.0
11,0.33212873339653015,0.17140497267246246,-0.0460481196641922,0.0
12,0.3302997350692749,0.10096772015094757,-0.058269355446100235,0.0
13,0.29403409361839294,0.3953699469566345,-0.025150679051876068,0.0
14,0.29323431849479675,0.28166282176971436,-0.03830399364233017,0.0
15,0.296670138835907,0.20903173089027405,-0.052615609019994736,0.0
16,0.2996140718460083,0.14377610385417938,-0.06375068426132202,0.0
17,0.2583472728729248,0.4423699378967285,-0.03363649919629097,0.0
18,0.2542572021484375,0.35286498069763184,-0.04646727070212364,0.0
19,0.2580603361129761,0.2937556803226471,-0.0540967732667923,0.0
20,0.2640368640422821,0.23513010144233704,-0.06068864092230797,0.0
