Landmark,X,Y,Z,Visibility
0,0.25358474254608154,0.6921319365501404,2.131438918695494e-07,0.0
1,0.30609941482543945,0.6480792164802551,0.0022154655307531357,0.0
2,0.3448217511177063,0.5811731219291687,-0.005020067095756531,0.0
3,0.37692761421203613,0.5450385808944702,-0.017770569771528244,0.0
4,0.4065866470336914,0.5069637894630432,-0.031269222497940063,0.0
5,0.31636592745780945,0.4569661319255829,0.00013006878725718707,0.0
6,0.32279476523399353,0.36277449131011963,-0.019615761935710907,0.0
7,0.3514634072780609,0.35375919938087463,-0.03620483726263046,0.0
8,0.3768705725669861,0.36686965823173523,-0.046355605125427246,0.0
9,0.2985022962093353,0.4598335921764374,-0.015905234962701797,0.0
10,0.3040579855442047,0.34240415692329407,-0.0364602766931057,0.0
11,0.3417780101299286,0.3367714285850525,-0.053228553384542465,0.0
12,0.3693656623363495,0.36585500836372375,-0.06296534091234207,0.0
13,0.28103023767471313,0.47671374678611755,-0.03352334350347519,0.0
14,0.2883458435535431,0.36330729722976685,-0.05169431492686272,0.0
15,0.32794204354286194,0.3531171977519989,-0.06265059113502502,0.0
16,0.3582589626312256,0.3744620978832245,-0.06797854602336884,0.0
17,0.26697149872779846,0.5081785321235657,-0.051420122385025024,0.0
18,0.28103959560394287,0.427263468503952,-0.06686148792505264,0.0
19,0.3119557499885559,0.40087050199508667,-0.07450094819068909,0.0
20,0.33872196078300476,0.39915931224823,-0.07835549861192703,0.0
