Landmark,X,Y,Z,Visibility
0,0.26655662059783936,0.7439782619476318,6.594385695279925e-07,0.0
1,0.29383111000061035,0.7002483010292053,-0.022499429062008858,0.0
2,0.30481547117233276,0.6344653964042664,-0.03143704682588577,0.0
3,0.27513694763183594,0.5877792239189148,-0.03613647446036339,0.0
4,0.2362038791179657,0.5657339692115784,-0.04248809069395065,0.0
5,0.2840936779975891,0.4990139901638031,-0.028768347576260567,0.0
6,0.2953898310661316,0.3965548574924469,-0.04215608909726143,0.0
7,0.2992437481880188,0.3329717516899109,-0.05437400937080383,0.0
8,0.30028271675109863,0.27357086539268494,-0.0631994754076004,0.0
9,0.24506855010986328,0.5021669864654541,-0.03102785348892212,0.0
10,0.23157992959022522,0.39383649826049805,-0.0419832281768322,0.0
11,0.21923096477985382,0.32659202814102173,-0.057415902614593506,0.0
12,0.2099364548921585,0.26738426089286804,-0.06722986698150635,0.0
13,0.21633154153823853,0.5372340083122253,-0.03403535485267639,0.0
14,0.1873871237039566,0.4407607913017273,-0.05845957249403,0.0
15,0.17102856934070587,0.37575283646583557,-0.08042028546333313,0.0
16,0.1553296595811844,0.31579723954200745,-0.09309948980808258,0.0
17,0.19666935503482819,0.59955894947052,-0.03679576888680458,0.0
18,0.19728706777095795,0.5406451225280762,-0.06293455511331558,0.0
19,0.2207232415676117,0.5645976066589355,-0.06669632345438004,0.0
20,0.23988768458366394,0.6026861667633057,-0.06524038314819336,0.0
