Landmark,X,Y,Z,Visibility
0,0.2503352761268616,0.5070962905883789,-2.0538681866355546e-09,0.0
1,0.2781183421611786,0.5053022503852844,-0.00419345498085022,0.0
2,0.3082582354545593,0.4890415668487549,-0.014458924531936646,0.0
3,0.33339962363243103,0.47967976331710815,-0.026609323918819427,0.0
4,0.35713276267051697,0.4715418517589569,-0.03972010314464569,0.0
5,0.3077760934829712,0.4227616488933563,-0.021582191810011864,0.0
6,0.3347647190093994,0.41791507601737976,-0.04048914462327957,0.0
7,0.35498350858688354,0.41386735439300537,-0.05261916294693947,0.0
8,0.3713878095149994,0.40887200832366943,-0.06022561714053154,0.0
9,0.2909921109676361,0.4079766273498535,-0.02811264619231224,0.0
10,0.31307095289230347,0.4671291410923004,-0.0457807295024395,0.0
11,0.29833877086639404,0.48772576451301575,-0.046599701046943665,0.0
12,0.2833729386329651,0.47641679644584656,-0.046170588582754135,0.0
13,0.27218347787857056,0.41763439774513245,-0.03542749583721161,0.0
14,0.29620280861854553,0.4709680676460266,-0.05382668599486351,0.0
15,0.28491732478141785,0.4900757670402527,-0.04812488704919815,0.0
16,0.2719341516494751,0.48109573125839233,-0.0422775000333786,0.0
17,0.25386446714401245,0.436850368976593,-0.0430099219083786,0.0
18,0.27772030234336853,0.4716048538684845,-0.05521447956562042,0.0
19,0.2736060917377472,0.4898231625556946,-0.04982718452811241,0.0
20,0.2628934979438782,0.4868801236152649,-0.04435937479138374,0.0
