Landmark,X,Y,Z,Visibility
0,0.676578938961029,0.36811405420303345,-2.778427017346985e-07,0.0
1,0.6418298482894897,0.3305104672908783,-0.009799977764487267,0.0
2,0.6176528334617615,0.26863574981689453,-0.014344031922519207,0.0
3,0.6121496558189392,0.21479067206382751,-0.020033884793519974,0.0
4,0.6207471489906311,0.17287123203277588,-0.022666802629828453,0.0
5,0.6432243585586548,0.22167430818080902,-0.0031934711150825024,0.0
6,0.6410914659500122,0.1928451657295227,-0.019016120582818985,0.0
7,0.6431481242179871,0.23687462508678436,-0.02506447397172451,0.0
8,0.6430608630180359,0.27320724725723267,-0.025551917031407356,0.0
9,0.6658349633216858,0.22442330420017242,-0.004587162751704454,0.0
10,0.6631065607070923,0.20196489989757538,-0.026654765009880066,0.0
11,0.661614179611206,0.25683361291885376,-0.033362977206707,0.0
12,0.659030556678772,0.29664549231529236,-0.032331790775060654,0.0
13,0.6878145933151245,0.23197489976882935,-0.008714619092643261,0.0
14,0.6855944991111755,0.21135641634464264,-0.030529562383890152,0.0
15,0.6789027452468872,0.2623659074306488,-0.03120793029665947,0.0
16,0.672726035118103,0.3024844229221344,-0.02460591308772564,0.0
17,0.7078532576560974,0.24150490760803223,-0.013412294909358025,0.0
18,0.7144932746887207,0.18939322233200073,-0.025967443361878395,0.0
19,0.7177949547767639,0.15390656888484955,-0.028854241594672203,0.0
20,0.7183178067207336,0.12144831568002701,-0.027714906260371208,0.0
