Landmark,X,Y,Z,Visibility
0,0.2728342115879059,0.44981932640075684,1.1932282859561383e-06,0.0
1,0.35143202543258667,0.48885756731033325,-0.06509126722812653,0.0
2,0.40268027782440186,0.5723296403884888,-0.1290753185749054,0.0
3,0.41246628761291504,0.649625837802887,-0.16999562084674835,0.0
4,0.4087717533111572,0.716645359992981,-0.2087702602148056,0.0
5,0.3909412622451782,0.4871769845485687,-0.23747609555721283,0.0
6,0.44015222787857056,0.5959743857383728,-0.3202604651451111,0.0
7,0.48032164573669434,0.6857236623764038,-0.37556034326553345,0.0
8,0.5094319581985474,0.7501165270805359,-0.4138050079345703,0.0
9,0.31912845373153687,0.4825214743614197,-0.22333547472953796,0.0
10,0.3475915193557739,0.6429046392440796,-0.29957258701324463,0.0
11,0.3751310110092163,0.7548061609268188,-0.3278467059135437,0.0
12,0.3897193670272827,0.826805591583252,-0.35303831100463867,0.0
13,0.25188136100769043,0.4999074935913086,-0.20052488148212433,0.0
14,0.2899601459503174,0.6832969188690186,-0.2382010668516159,0.0
15,0.32562920451164246,0.7259922623634338,-0.21730566024780273,0.0
16,0.3399578034877777,0.7191177010536194,-0.2077397257089615,0.0
17,0.2009965479373932,0.530188798904419,-0.18200495839118958,0.0
18,0.2360655814409256,0.6576337218284607,-0.2100963592529297,0.0
19,0.26535117626190186,0.6898021697998047,-0.20003405213356018,0.0
20,0.2746244966983795,0.695293664932251,-0.19363273680210114,0.0
