Landmark,X,Y,Z,Visibility
0,0.5901347994804382,0.3844311833381653,-2.9887522146054835e-07,0.0
1,0.5584686994552612,0.3455170691013336,-0.011272625997662544,0.0
2,0.5348452925682068,0.28794342279434204,-0.017765142023563385,0.0
3,0.5198428630828857,0.23991096019744873,-0.025066493079066277,0.0
4,0.5048744082450867,0.20652207732200623,-0.029524559155106544,0.0
5,0.5647404193878174,0.23611678183078766,-0.0056998236104846,0.0
6,0.5723936557769775,0.2073497772216797,-0.022377708926796913,0.0
7,0.57052081823349,0.25394144654273987,-0.02983604371547699,0.0
8,0.5679725408554077,0.2877485454082489,-0.03156271576881409,0.0
9,0.5877334475517273,0.2440386563539505,-0.006443827413022518,0.0
10,0.5936175584793091,0.22058334946632385,-0.028246795758605003,0.0
11,0.5873348116874695,0.2771252393722534,-0.034632112830877304,0.0
12,0.5821094512939453,0.3149707317352295,-0.03360162675380707,0.0
13,0.6082114577293396,0.2557322680950165,-0.00981143768876791,0.0
14,0.6144153475761414,0.23491498827934265,-0.031219234690070152,0.0
15,0.604456901550293,0.2845343351364136,-0.031349413096904755,0.0
16,0.5951583385467529,0.31870368123054504,-0.024619176983833313,0.0
17,0.6265556216239929,0.27096113562583923,-0.013745305128395557,0.0
18,0.6373727321624756,0.22821365296840668,-0.025488978251814842,0.0
19,0.6452816128730774,0.20414692163467407,-0.027025574818253517,0.0
20,0.6513538956642151,0.17868344485759735,-0.02480534464120865,0.0
