Landmark,X,Y,Z,Visibility
0,0.3775586783885956,0.681466817855835,-3.6967728078707296e-07,0.0
1,0.42360225319862366,0.6476185321807861,-0.016936631873250008,0.0
2,0.4653264582157135,0.5708448886871338,-0.02242347225546837,0.0
3,0.4909406900405884,0.5053790807723999,-0.02802179753780365,0.0
4,0.5060170292854309,0.44867196679115295,-0.03136380389332771,0.0
5,0.4570674002170563,0.48458239436149597,-0.009031220339238644,0.0
6,0.47074607014656067,0.45675128698349,-0.03502580150961876,0.0
7,0.45255765318870544,0.5151485800743103,-0.05035354942083359,0.0
8,0.43700218200683594,0.5655969381332397,-0.05522316321730614,0.0
9,0.4247221350669861,0.4637353718280792,-0.00817794632166624,0.0
10,0.4332122802734375,0.4571865499019623,-0.0368390828371048,0.0
11,0.41874733567237854,0.5324757099151611,-0.04400104656815529,0.0
12,0.41062474250793457,0.5955184102058411,-0.04011327773332596,0.0
13,0.3907085657119751,0.4567541778087616,-0.01153588481247425,0.0
14,0.39422935247421265,0.4804149270057678,-0.03656904771924019,0.0
15,0.388759583234787,0.5575599074363708,-0.03442441299557686,0.0
16,0.3881433308124542,0.6136261820793152,-0.024354128167033195,0.0
17,0.3562496602535248,0.46077385544776917,-0.016832446679472923,0.0
18,0.3610614836215973,0.4959529638290405,-0.03135041892528534,0.0
19,0.3635790944099426,0.5546479225158691,-0.029302755370736122,0.0
20,0.3690938949584961,0.5909541249275208,-0.021891329437494278,0.0
