Landmark,X,Y,Z,Visibility
0,0.3537401258945465,0.6389951109886169,2.594795773802616e-07,0.0
1,0.3949182331562042,0.5932349562644958,-0.020908784121274948,0.0
2,0.41927090287208557,0.5027672648429871,-0.026007991284132004,0.0
3,0.3954361081123352,0.4326554834842682,-0.02939843200147152,0.0
4,0.3618759214878082,0.40973544120788574,-0.03285354748368263,0.0
5,0.4104311168193817,0.3851205110549927,-0.007545266300439835,0.0
6,0.41591742634773254,0.2970143258571625,-0.01661866344511509,0.0
7,0.4149375259876251,0.2420002967119217,-0.027301358059048653,0.0
8,0.4119158685207367,0.1910807192325592,-0.036833036690950394,0.0
9,0.378752738237381,0.37475770711898804,-0.008589641191065311,0.0
10,0.38536256551742554,0.2778126001358032,-0.015700919553637505,0.0
11,0.38744819164276123,0.21539409458637238,-0.026997046545147896,0.0
12,0.38809889554977417,0.15927918255329132,-0.036674827337265015,0.0
13,0.3502928912639618,0.3907666504383087,-0.012945064343512058,0.0
14,0.3532310426235199,0.3006860315799713,-0.022515881806612015,0.0
15,0.3593200445175171,0.24420887231826782,-0.03428120166063309,0.0
16,0.3638090193271637,0.19341042637825012,-0.04346444830298424,0.0
17,0.32063958048820496,0.4246363043785095,-0.019646121188998222,0.0
18,0.32029885053634644,0.3522091209888458,-0.030059922486543655,0.0
19,0.32489338517189026,0.30547088384628296,-0.03668083995580673,0.0
20,0.33086085319519043,0.2596222758293152,-0.04222718998789787,0.0
