Landmark,X,Y,Z,Visibility
0,0.6832837462425232,0.6877715587615967,3.2248325965156255e-07,0.0
1,0.6349894404411316,0.6578055620193481,-0.015061301179230213,0.0
2,0.6075171232223511,0.5889501571655273,-0.02209646999835968,0.0
3,0.630939245223999,0.5407243967056274,-0.02870837226510048,0.0
4,0.6698008179664612,0.53623366355896,-0.035962287336587906,0.0
5,0.6343861818313599,0.49338018894195557,-0.011030496098101139,0.0
6,0.6317342519760132,0.4198058545589447,-0.023126492276787758,0.0
7,0.6337471008300781,0.37561869621276855,-0.03562099486589432,0.0
8,0.637657880783081,0.33731532096862793,-0.046218473464250565,0.0
9,0.668118953704834,0.4898291230201721,-0.015148474834859371,0.0
10,0.6636060476303101,0.4089154601097107,-0.02512366883456707,0.0
11,0.6636749505996704,0.3594624996185303,-0.03644894063472748,0.0
12,0.6646817326545715,0.3180392384529114,-0.045136481523513794,0.0
13,0.7002294659614563,0.5027904510498047,-0.021838761866092682,0.0
14,0.6971621513366699,0.4251128137111664,-0.03233987092971802,0.0
15,0.6938329935073853,0.3785083591938019,-0.042932432144880295,0.0
16,0.6907863020896912,0.33956876397132874,-0.050646357238292694,0.0
17,0.7337067127227783,0.5292379260063171,-0.030468057841062546,0.0
18,0.7336148023605347,0.46484899520874023,-0.04180068150162697,0.0
19,0.7292670607566833,0.4255990982055664,-0.048261817544698715,0.0
20,0.7238536477088928,0.38995814323425293,-0.05269907787442207,0.0
