Landmark,X,Y,Z,Visibility
0,0.5511773228645325,0.777980387210846,1.9290487429657333e-08,0.0
1,0.5176603198051453,0.7500918507575989,-0.005604707635939121,0.0
2,0.4887720048427582,0.6988563537597656,-0.0114020686596632,0.0
3,0.46286043524742126,0.6643929481506348,-0.01981847919523716,0.0
4,0.44640880823135376,0.631338894367218,-0.02778981253504753,0.0
5,0.5168151259422302,0.6072472929954529,0.003855849849060178,0.0
6,0.48953890800476074,0.5751069784164429,-0.015394124202430248,0.0
7,0.46674007177352905,0.582476019859314,-0.03163539990782738,0.0
8,0.45261305570602417,0.5987815856933594,-0.039681315422058105,0.0
9,0.5318986177444458,0.5861222743988037,-0.002710681175813079,0.0
10,0.5144914984703064,0.5128487944602966,-0.013833015225827694,0.0
11,0.5015390515327454,0.46365535259246826,-0.020576223731040955,0.0
12,0.49095240235328674,0.41924378275871277,-0.023550404235720634,0.0
13,0.5516770482063293,0.5844383239746094,-0.01294650137424469,0.0
14,0.5476989150047302,0.5010839700698853,-0.026710806414484978,0.0
15,0.5447685718536377,0.44541677832603455,-0.03230857849121094,0.0
16,0.541176974773407,0.398459255695343,-0.03351534903049469,0.0
17,0.5712294578552246,0.6019144058227539,-0.024093566462397575,0.0
18,0.5842025279998779,0.5397933125495911,-0.035433873534202576,0.0
19,0.5937053561210632,0.49618053436279297,-0.037392038851976395,0.0
20,0.6019023060798645,0.4586951434612274,-0.03650917112827301,0.0
