Landmark,X,Y,Z,Visibility
0,0.36430954933166504,0.4813876748085022,1.2909437430153048e-07,0.0
1,0.4051797091960907,0.4681692123413086,-0.0037103763315826654,0.0
2,0.4408925473690033,0.44306954741477966,-0.011640193872153759,0.0
3,0.46781864762306213,0.43234410881996155,-0.022533150389790535,0.0
4,0.4891583025455475,0.4128207266330719,-0.03267161175608635,0.0
5,0.440047025680542,0.3417011499404907,-0.0037623958196491003,0.0
6,0.4703253209590912,0.31377506256103516,-0.02751127816736698,0.0
7,0.4791778326034546,0.34938064217567444,-0.04675281047821045,0.0
8,0.48318958282470703,0.38842126727104187,-0.056577738374471664,0.0
9,0.42766115069389343,0.3260480761528015,-0.014026128686964512,0.0
10,0.45330312848091125,0.2651347219944,-0.02885054051876068,0.0
11,0.4790153503417969,0.23344948887825012,-0.04194295406341553,0.0
12,0.503608763217926,0.20862933993339539,-0.05160517618060112,0.0
13,0.4089692234992981,0.32788199186325073,-0.0273584071546793,0.0
14,0.42742395401000977,0.2588786780834198,-0.0410342812538147,0.0
15,0.4475795328617096,0.22323134541511536,-0.05164284259080887,0.0
16,0.4695534408092499,0.19603511691093445,-0.058962490409612656,0.0
17,0.3885786831378937,0.34535083174705505,-0.04146198183298111,0.0
18,0.3859071731567383,0.2838682532310486,-0.0531327910721302,0.0
19,0.39113345742225647,0.2382759004831314,-0.05878572538495064,0.0
20,0.4005352854728699,0.1982249915599823,-0.06258038431406021,0.0
