Landmark,X,Y,Z,Visibility
0,0.6701515316963196,0.682112455368042,2.458764356561005e-07,0.0
1,0.6398172974586487,0.6141922473907471,-0.021974891424179077,0.0
2,0.6358332633972168,0.5129034519195557,-0.03526763617992401,0.0
3,0.6581417918205261,0.4403814375400543,-0.04970456659793854,0.0
4,0.671929121017456,0.3741786479949951,-0.06152715906500816,0.0
5,0.6515780687332153,0.40482112765312195,-0.02641313336789608,0.0
6,0.6505610942840576,0.2860966920852661,-0.05593063682317734,0.0
7,0.6509374380111694,0.2141256332397461,-0.0750281885266304,0.0
8,0.653022825717926,0.14876560866832733,-0.08729444444179535,0.0
9,0.6905278563499451,0.41528910398483276,-0.032143786549568176,0.0
10,0.6880635619163513,0.3560366630554199,-0.07492344826459885,0.0
11,0.6769225597381592,0.314752459526062,-0.0961809977889061,0.0
12,0.6671454310417175,0.2747364938259125,-0.10396268963813782,0.0
13,0.7267566323280334,0.4503488838672638,-0.039857834577560425,0.0
14,0.6997238397598267,0.4724336862564087,-0.08179672062397003,0.0
15,0.6676855087280273,0.5511980652809143,-0.07955141365528107,0.0
16,0.6477417945861816,0.6036391854286194,-0.06680431962013245,0.0
17,0.755823016166687,0.4989931285381317,-0.050184257328510284,0.0
18,0.7251237630844116,0.5260915756225586,-0.07744915038347244,0.0
19,0.7007916569709778,0.5811104774475098,-0.07181267440319061,0.0
20,0.6910733580589294,0.6147622466087341,-0.06008047237992287,0.0
