Landmark,X,Y,Z,Visibility
0,0.49027571082115173,0.6083081960678101,-1.56152495378592e-07,0.0
1,0.5189048647880554,0.5855064392089844,-0.014459863305091858,0.0
2,0.5454010367393494,0.5148108601570129,-0.020608557388186455,0.0
3,0.5401711463928223,0.4470261335372925,-0.026142921298742294,0.0
4,0.5241799354553223,0.39940935373306274,-0.027284475043416023,0.0
5,0.5296899080276489,0.432406485080719,-0.003925804048776627,0.0
6,0.5477608442306519,0.39025208353996277,-0.026131121441721916,0.0
7,0.5430711507797241,0.45064765214920044,-0.03366659954190254,0.0
8,0.5338461399078369,0.4688289165496826,-0.034977350383996964,0.0
9,0.5040215253829956,0.43079230189323425,-0.006225900258868933,0.0
10,0.5226428508758545,0.39035865664482117,-0.03080829232931137,0.0
11,0.521604597568512,0.4662553071975708,-0.03390740975737572,0.0
12,0.5133022665977478,0.47842171788215637,-0.029119165614247322,0.0
13,0.4805849492549896,0.4419967532157898,-0.012322253547608852,0.0
14,0.501347005367279,0.43167489767074585,-0.042071644216775894,0.0
15,0.5032868385314941,0.5105903148651123,-0.036835648119449615,0.0
16,0.4941430389881134,0.520310640335083,-0.024820556864142418,0.0
17,0.4582069218158722,0.4596497714519501,-0.018745042383670807,0.0
18,0.4812655448913574,0.45824089646339417,-0.03652813285589218,0.0
19,0.48539111018180847,0.5106790065765381,-0.03041226603090763,0.0
20,0.47708266973495483,0.5157397985458374,-0.020810754969716072,0.0
