Landmark,X,Y,Z,Visibility
0,0.6409798860549927,0.34828007221221924,6.907570959668874e-09,0.0
1,0.6222429275512695,0.3031938970088959,-0.007737067528069019,0.0
2,0.6189016103744507,0.2516326904296875,-0.01132294349372387,0.0
3,0.6238517165184021,0.21073690056800842,-0.016454877331852913,0.0
4,0.6260324120521545,0.1728857457637787,-0.020810166373848915,0.0
5,0.6192883849143982,0.20672079920768738,0.011989493854343891,0.0
6,0.6176796555519104,0.1638871282339096,-0.0021643638610839844,0.0
7,0.617922842502594,0.15081249177455902,-0.018285777419805527,0.0
8,0.6193810105323792,0.15859611332416534,-0.027816828340291977,0.0
9,0.6362016797065735,0.2040909379720688,0.009298373945057392,0.0
10,0.6367878317832947,0.14809443056583405,-0.003829228924587369,0.0
11,0.6341415643692017,0.13202296197414398,-0.020904362201690674,0.0
12,0.6290974617004395,0.13884347677230835,-0.03165707737207413,0.0
13,0.651150643825531,0.21090510487556458,0.0034459731541574,0.0
14,0.6579207181930542,0.15559540688991547,-0.008923068642616272,0.0
15,0.6509796380996704,0.13763198256492615,-0.02302194945514202,0.0
16,0.6411309242248535,0.14623954892158508,-0.031279321759939194,0.0
17,0.6656450033187866,0.22667400538921356,-0.003302966943010688,0.0
18,0.662714958190918,0.19040945172309875,-0.013416367582976818,0.0
19,0.6534954905509949,0.1702565848827362,-0.022585194557905197,0.0
20,0.6414784789085388,0.16430453956127167,-0.02856030873954296,0.0
