Landmark,X,Y,Z,Visibility
0,0.6443602442741394,0.3540232479572296,3.2992389265018573e-08,0.0
1,0.626423716545105,0.3108069598674774,-0.007654843386262655,0.0
2,0.623231828212738,0.25876274704933167,-0.010507382452487946,0.0
3,0.6283108592033386,0.21731169521808624,-0.014646193943917751,0.0
4,0.6318371891975403,0.17959584295749664,-0.01798330433666706,0.0
5,0.622965931892395,0.21498069167137146,0.012137438170611858,0.0
6,0.6211560368537903,0.17523495852947235,0.00024511280935257673,0.0
7,0.6227663159370422,0.15913520753383636,-0.014051372185349464,0.0
8,0.6256427764892578,0.1612994223833084,-0.022844653576612473,0.0
9,0.6398599147796631,0.21152499318122864,0.010091857984662056,0.0
10,0.6412172913551331,0.1573566198348999,-0.0005793318850919604,0.0
11,0.639661967754364,0.13901568949222565,-0.015872865915298462,0.0
12,0.6353104710578918,0.14138393104076385,-0.025805076584219933,0.0
13,0.6543095111846924,0.2181747406721115,0.00510341115295887,0.0
14,0.6608902812004089,0.16460101306438446,-0.005231861956417561,0.0
15,0.6553002595901489,0.1454429030418396,-0.017714109271764755,0.0
16,0.6467820405960083,0.15190763771533966,-0.025195620954036713,0.0
17,0.6685730218887329,0.23445060849189758,-0.0008191657834686339,0.0
18,0.6668751239776611,0.1978704035282135,-0.009237723425030708,0.0
19,0.6589316725730896,0.17686283588409424,-0.017114194110035896,0.0
20,0.6478769779205322,0.17034079134464264,-0.02230854518711567,0.0
