Landmark,X,Y,Z,Visibility
0,0.6525731086730957,0.3612750768661499,1.05931889038402e-07,0.0
1,0.6318185329437256,0.31506529450416565,-0.012493840418756008,0.0
2,0.6278039216995239,0.2584604024887085,-0.016596071422100067,0.0
3,0.6333745121955872,0.2112799882888794,-0.021232428029179573,0.0
4,0.6372553110122681,0.17329120635986328,-0.02469935268163681,0.0
5,0.6192404627799988,0.21137291193008423,0.013146322220563889,0.0
6,0.6152170896530151,0.17050626873970032,0.0006420924328267574,0.0
7,0.6199495196342468,0.14933745563030243,-0.015617560595273972,0.0
8,0.6288042664527893,0.1461406797170639,-0.0262613482773304,0.0
9,0.6390677690505981,0.20459851622581482,0.013388936407864094,0.0
10,0.635875940322876,0.1439093053340912,0.0008935848600231111,0.0
11,0.6381635069847107,0.12446814030408859,-0.018124887719750404,0.0
12,0.640118420124054,0.12659047544002533,-0.030705342069268227,0.0
13,0.6564590930938721,0.20833471417427063,0.010130970738828182,0.0
14,0.6603341698646545,0.15004786849021912,-0.002063510939478874,0.0
15,0.6561890840530396,0.12930725514888763,-0.018116800114512444,0.0
16,0.6511386632919312,0.13762304186820984,-0.027904575690627098,0.0
17,0.6748248934745789,0.2222423404455185,0.005550354719161987,0.0
18,0.6721519231796265,0.18105857074260712,-0.003684992901980877,0.0
19,0.6641589999198914,0.15928614139556885,-0.013449082151055336,0.0
20,0.6538415551185608,0.15457266569137573,-0.020143765956163406,0.0
