Landmark,X,Y,Z,Visibility
0,0.33799415826797485,0.5851791501045227,5.2914100479029e-07,0.0
1,0.35652241110801697,0.5234939455986023,-0.028345122933387756,0.0
2,0.3508126735687256,0.4410634934902191,-0.0395401269197464,0.0
3,0.31329450011253357,0.3973623812198639,-0.04906899109482765,0.0
4,0.27459320425987244,0.372361421585083,-0.05646844580769539,0.0
5,0.334760457277298,0.341320663690567,-0.01962832733988762,0.0
6,0.33719244599342346,0.23943261802196503,-0.03869118541479111,0.0
7,0.33543843030929565,0.1777401864528656,-0.05019932985305786,0.0
8,0.3307972848415375,0.1258367896080017,-0.056560806930065155,0.0
9,0.3037066161632538,0.3527882695198059,-0.020720483735203743,0.0
10,0.2840348184108734,0.24186758697032928,-0.04236864298582077,0.0
11,0.27332594990730286,0.1757606863975525,-0.05464546009898186,0.0
12,0.2630445659160614,0.12016309052705765,-0.05905545875430107,0.0
13,0.28065478801727295,0.39245447516441345,-0.02540324442088604,0.0
14,0.27010220289230347,0.36573559045791626,-0.059695929288864136,0.0
15,0.2901217043399811,0.41506004333496094,-0.06525091826915741,0.0
16,0.30068647861480713,0.44364646077156067,-0.05794136971235275,0.0
17,0.2620706558227539,0.44476398825645447,-0.03195349499583244,0.0
18,0.25007250905036926,0.40925395488739014,-0.05709336698055267,0.0
19,0.26891711354255676,0.4388718903064728,-0.05444220080971718,0.0
20,0.28219377994537354,0.46092069149017334,-0.045747313648462296,0.0
