Landmark,X,Y,Z,Visibility
0,0.3610513210296631,0.6648154258728027,6.467125217568537e-07,0.0
1,0.3892149031162262,0.6404165625572205,-0.026528621092438698,0.0
2,0.39328208565711975,0.5962667465209961,-0.043768271803855896,0.0
3,0.3676668703556061,0.5813488364219666,-0.05904709920287132,0.0
4,0.33798226714134216,0.5656005144119263,-0.07344324141740799,0.0
5,0.3805881440639496,0.47886085510253906,-0.03388432040810585,0.0
6,0.38860806822776794,0.3939894139766693,-0.05934968963265419,0.0
7,0.39369332790374756,0.34118223190307617,-0.0741492211818695,0.0
8,0.3969716429710388,0.29687198996543884,-0.08205046504735947,0.0
9,0.35021358728408813,0.48059025406837463,-0.03564995527267456,0.0
10,0.3417133092880249,0.385426789522171,-0.06341243535280228,0.0
11,0.3334428071975708,0.32473912835121155,-0.07908061891794205,0.0
12,0.3241060674190521,0.26787710189819336,-0.08483891189098358,0.0
13,0.32591670751571655,0.5100100636482239,-0.039358027279376984,0.0
14,0.31470438838005066,0.4909195899963379,-0.07625293731689453,0.0
15,0.3300403952598572,0.5471046566963196,-0.08305142819881439,0.0
16,0.3397706151008606,0.580056369304657,-0.07666758447885513,0.0
17,0.3098111152648926,0.5552241206169128,-0.04415855184197426,0.0
18,0.31037044525146484,0.5567467212677002,-0.07340933382511139,0.0
19,0.32982683181762695,0.5939563512802124,-0.07382329553365707,0.0
20,0.34300634264945984,0.6145678758621216,-0.0661611557006836,0.0
