Landmark,X,Y,Z,Visibility
0,0.5180603265762329,0.7176722288131714,-1.0115072512917322e-07,0.0
1,0.48790717124938965,0.6877105832099915,-0.01122930645942688,0.0
2,0.47773876786231995,0.6109307408332825,-0.016101621091365814,0.0
3,0.4953235983848572,0.5696770548820496,-0.02296970784664154,0.0
4,0.5219690203666687,0.5877783298492432,-0.027856256812810898,0.0
5,0.5120463371276855,0.5429226756095886,-0.002671563997864723,0.0
6,0.519064724445343,0.47133541107177734,-0.020218592137098312,0.0
7,0.505321204662323,0.472129225730896,-0.030886540189385414,0.0
8,0.49909695982933044,0.5070176720619202,-0.03533722460269928,0.0
9,0.5334330797195435,0.5495835542678833,-0.006242422852665186,0.0
10,0.5467064380645752,0.46649089455604553,-0.026503942906856537,0.0
11,0.5279669165611267,0.47714051604270935,-0.03322364762425423,0.0
12,0.5212300419807434,0.5195371508598328,-0.03119293600320816,0.0
13,0.5514096617698669,0.5692226886749268,-0.013090912252664566,0.0
14,0.5665663480758667,0.49133047461509705,-0.027829164639115334,0.0
15,0.548414409160614,0.5052775740623474,-0.027045439928770065,0.0
16,0.5424152612686157,0.5435216426849365,-0.02098945528268814,0.0
17,0.5696895718574524,0.596924364566803,-0.02202238142490387,0.0
18,0.5802274942398071,0.5386486649513245,-0.031808629631996155,0.0
19,0.5665228962898254,0.5401559472084045,-0.03199891746044159,0.0
20,0.5587806105613708,0.5689759254455566,-0.028459057211875916,0.0
