Landmark,X,Y,Z,Visibility
0,0.6437088847160339,0.4866321086883545,-4.329299088112748e-07,0.0
1,0.605716347694397,0.4268740117549896,-0.011901824735105038,0.0
2,0.598630428314209,0.332779198884964,-0.02045670710504055,0.0
3,0.6260389685630798,0.2711780071258545,-0.030522974207997322,0.0
4,0.6518852114677429,0.22112461924552917,-0.03778630122542381,0.0
5,0.6145206093788147,0.2738988995552063,-0.0053103528916835785,0.0
6,0.5954573750495911,0.22479544579982758,-0.03785088285803795,0.0
7,0.5861597061157227,0.2859936058521271,-0.055819928646087646,0.0
8,0.5902316570281982,0.3367549479007721,-0.062274862080812454,0.0
9,0.6445353627204895,0.27476081252098083,-0.011960580013692379,0.0
10,0.6237052083015442,0.2030678540468216,-0.04692227765917778,0.0
11,0.6095911264419556,0.28035011887550354,-0.05538364499807358,0.0
12,0.6170347929000854,0.3308705985546112,-0.05067334696650505,0.0
13,0.6748418211936951,0.2931269407272339,-0.022844068706035614,0.0
14,0.6542612314224243,0.2550855576992035,-0.05167778208851814,0.0
15,0.6391340494155884,0.33800312876701355,-0.04289856180548668,0.0
16,0.6467128992080688,0.3729799687862396,-0.027843425050377846,0.0
17,0.7033485770225525,0.31989628076553345,-0.035362228751182556,0.0
18,0.6776900887489319,0.2990249693393707,-0.04788452014327049,0.0
19,0.6645236015319824,0.3484688103199005,-0.03762497007846832,0.0
20,0.6730289459228516,0.3633883595466614,-0.025478119030594826,0.0
