Landmark,X,Y,Z,Visibility
0,0.4786342680454254,0.5943363308906555,6.19190458905905e-08,0.0
1,0.5093352794647217,0.5649464130401611,-0.01110058557242155,0.0
2,0.5237337350845337,0.49175378680229187,-0.014467653818428516,0.0
3,0.5062553286552429,0.43808215856552124,-0.018021507188677788,0.0
4,0.47982385754585266,0.41324034333229065,-0.019694378599524498,0.0
5,0.510158360004425,0.44917115569114685,-0.0006029861979186535,0.0
6,0.5231781005859375,0.3959490954875946,-0.018760187551379204,0.0
7,0.5251697301864624,0.4284852147102356,-0.028467196971178055,0.0
8,0.5203974843025208,0.4665934443473816,-0.030143272131681442,0.0
9,0.48783284425735474,0.4452703595161438,-0.002259705448523164,0.0
10,0.49851885437965393,0.3795586824417114,-0.021870331838726997,0.0
11,0.5041528344154358,0.41751378774642944,-0.0285034216940403,0.0
12,0.5047430992126465,0.4616509974002838,-0.025815678760409355,0.0
13,0.4637751579284668,0.45243847370147705,-0.0067611681297421455,0.0
14,0.4770922064781189,0.4276847541332245,-0.03078291192650795,0.0
15,0.4839562177658081,0.49160319566726685,-0.030578235164284706,0.0
16,0.4852926731109619,0.5375447273254395,-0.021365610882639885,0.0
17,0.4395691454410553,0.4664096236228943,-0.011517315171658993,0.0
18,0.45590099692344666,0.4518785774707794,-0.027480436488986015,0.0
19,0.4634039103984833,0.49910852313041687,-0.023527421057224274,0.0
20,0.4651208519935608,0.5331922769546509,-0.014953088015317917,0.0
